DEPTH,Gamma Ray (GR),Deep Resisitivity (RT),Medium Resistivity (RM),Shallow Resistivity (RS),Density (RHOB),Neutron Porosity (NPHI),Total Porosity (PHIT),Effective Porosity (PHIE),Clay Volume (VCL),Permeability (Perm),Water Saturation (SW),Labels
2812.3896,57.7322,2.0221,1.9825,1.9666,2.479,0.2203,0.1328,0.0707,0.5564,0.0061,1.0,0
2812.542,62.2146,2.6245,2.6381,2.5219,2.5079,0.2209,0.1198,0.0599,0.5581,0.0032,1.0,2
2812.6944,64.5366,2.9209,2.8584,2.7699,2.5246,0.2422,0.1175,0.0487,0.6063,0.0008,1.0,2
2812.8468,69.1833,2.8372,2.8754,2.6719,2.5236,0.259,0.1222,0.0425,0.6634,0.0003,1.0,2
2812.9992,69.9203,2.78,2.7318,2.6797,2.5239,0.2641,0.1233,0.0257,0.7808,0.0,1.0,1
2813.1516,68.5278,3.0074,3.0578,2.9447,2.5333,0.2556,0.1169,0.031,0.7117,0.0,1.0,2
2813.304,64.4684,3.1462,3.1723,3.0504,2.539,0.2526,0.1136,0.0461,0.6031,0.0007,1.0,2
2813.4564,64.2407,3.0171,2.9885,2.8583,2.5404,0.2619,0.1153,0.0419,0.6347,0.0003,1.0,2
2813.6088,64.7266,2.9262,2.8722,2.8268,2.536,0.2488,0.114,0.0333,0.682,0.0001,1.0,2
2813.7612,65.8766,2.7503,2.6875,2.6935,2.5328,0.277,0.1225,0.0446,0.6519,0.0003,1.0,1
2813.9136,64.9107,2.7974,2.637,2.6868,2.5333,0.2686,0.1202,0.0419,0.6577,0.0003,1.0,2
2814.066,66.72,2.9623,2.8358,2.7308,2.5307,0.2887,0.1264,0.0467,0.6575,0.0004,1.0,1
2814.2184,67.1555,2.639,2.6852,2.3976,2.5256,0.2953,0.1304,0.0433,0.6973,0.0002,1.0,1
2814.3708,69.1931,2.3687,2.3657,2.212,2.5109,0.3047,0.1394,0.0505,0.695,0.0003,1.0,1
2814.5232,68.0463,2.243,2.2489,2.1834,2.5008,0.3107,0.1455,0.0522,0.7131,0.0003,1.0,1
2814.6756,67.2315,2.3297,2.3533,2.3127,2.5087,0.2774,0.1336,0.0591,0.6183,0.0015,1.0,1
2814.828,63.6794,2.7218,2.7891,2.693,2.5269,0.2672,0.1228,0.0508,0.6175,0.0008,1.0,2
2814.9804,62.4182,3.0713,3.0109,2.9565,2.5527,0.2523,0.1073,0.0517,0.549,0.002,1.0,2
2815.1328,63.2535,3.007,2.961,2.8584,2.5568,0.2479,0.1043,0.0392,0.6011,0.0004,1.0,2
2815.2852,67.041,2.9431,2.8358,2.7945,2.5532,0.2585,0.1086,0.0271,0.6955,0.0,1.0,2
2815.4376,70.8074,2.7484,2.6061,2.6186,2.5393,0.2862,0.1219,0.0259,0.7718,0.0,1.0,1
2815.59,72.863,2.645,2.552,2.5037,2.5306,0.303,0.13,0.0306,0.7808,0.0,1.0,1
2815.7424,71.3881,2.5572,2.5819,2.3865,2.5205,0.2784,0.1285,0.0265,0.8019,0.0,1.0,1
2815.8948,64.2588,2.4751,2.4178,2.3056,2.4998,0.276,0.1373,0.0567,0.6483,0.0009,1.0,1
2816.0472,54.8754,2.322,2.2018,2.136,2.4792,0.2483,0.1518,0.1094,0.4739,0.0853,1.0,0
2816.352,52.8238,2.1973,2.2001,2.1187,2.4852,0.2436,0.1478,0.1285,0.3725,0.5091,1.0,0
2816.5044,60.5941,2.2389,2.2582,2.2316,2.5092,0.2506,0.1267,0.045,0.6689,0.0003,1.0,1
2816.6568,62.4616,2.3247,2.4178,2.3322,2.5245,0.25,0.1196,0.0391,0.6717,0.0002,1.0,1
2816.8092,56.1992,2.6033,2.5386,2.5196,2.5152,0.2525,0.1386,0.1169,0.449,0.1465,1.0,0
2816.9616,49.0277,2.5911,2.364,2.4034,2.4912,0.2509,0.1478,0.1301,0.3421,0.7572,1.0,0
2817.114,50.9823,2.3385,2.2439,2.0618,2.4688,0.2355,0.1517,0.1318,0.375,0.5452,1.0,0
2817.2664,61.1415,2.1665,2.0867,1.9133,2.4532,0.2671,0.1562,0.0927,0.5429,0.0204,1.0,0
2817.4188,71.2639,1.79,1.8403,1.7083,2.4493,0.3329,0.1745,0.061,0.7927,0.0002,1.0,1
2817.5712,74.1502,1.6025,1.6517,1.5945,2.4605,0.3168,0.1653,0.0445,0.8592,0.0,1.0,1
2817.7236,67.2551,2.0172,1.9874,2.0211,2.4897,0.289,0.1451,0.0592,0.6685,0.0009,1.0,1
2817.876,61.1382,2.8118,2.8239,2.7027,2.5217,0.2712,0.1261,0.0777,0.5054,0.0159,1.0,2
2818.0284,61.7429,3.154,3.1695,2.9245,2.5344,0.2635,0.1184,0.0649,0.5304,0.006,1.0,2
2818.1808,65.1769,2.9928,2.9108,2.7494,2.5259,0.2706,0.124,0.0408,0.6825,0.0002,1.0,2
2818.3332,65.1787,2.805,2.754,2.7362,2.517,0.2461,0.122,0.0422,0.6645,0.0002,1.0,2
2818.4856,61.0847,2.9457,3.0106,2.9809,2.5104,0.2381,0.123,0.0597,0.5714,0.0027,1.0,2
2818.638,54.8526,2.9721,2.8973,2.94,2.5084,0.2542,0.1419,0.0965,0.4866,0.0454,1.0,0
2818.7904,53.3372,2.9336,2.8469,2.8222,2.498,0.2503,0.1449,0.1267,0.3588,0.5636,0.9919,0
2818.9428,52.4957,3.0002,2.9006,2.7716,2.4978,0.2305,0.1383,0.0985,0.4732,0.0574,1.0,0
2819.0952,58.1278,2.8545,2.8287,2.5516,2.493,0.2319,0.1407,0.0998,0.4749,0.0592,1.0,0
2819.2476,63.0397,2.5142,2.448,2.2618,2.4887,0.2585,0.138,0.0556,0.6577,0.0008,1.0,1
2819.4,68.9548,2.1789,2.14,2.0318,2.4789,0.3044,0.1539,0.0576,0.7185,0.0004,1.0,1
2819.5524,73.0299,1.9909,1.9711,1.9264,2.4851,0.3009,0.1502,0.0487,0.7576,0.0001,1.0,1
2819.7048,72.9148,2.1886,2.152,2.1871,2.5045,0.2922,0.1392,0.0339,0.8042,0.0,1.0,1
2819.8572,70.7387,2.5329,2.514,2.5093,2.5217,0.3173,0.1376,0.0434,0.732,0.0001,1.0,1
2820.0096,65.9283,2.7115,2.7318,2.6008,2.5355,0.2753,0.1209,0.0427,0.6562,0.0003,1.0,1
2820.162,61.7978,2.8671,2.7904,2.7561,2.5305,0.2769,0.1235,0.0567,0.5888,0.0018,1.0,2
2820.3144,55.8183,2.8197,2.7528,2.7252,2.5114,0.2574,0.1273,0.0792,0.5034,0.0175,1.0,0
2820.4668,49.6477,2.7424,2.7145,2.6637,2.471,0.261,0.1593,0.1394,0.3575,0.827,0.9006,0
2822.448,49.2054,1.6658,1.7013,1.7251,2.4445,0.2219,0.157,0.136,0.3817,0.5698,1.0,0
2822.6004,51.8872,1.6881,1.7033,1.7446,2.4607,0.2396,0.1564,0.1264,0.4522,0.191,1.0,0
2822.7528,52.4153,1.8751,1.8307,1.9193,2.4731,0.2318,0.1488,0.1023,0.4863,0.057,1.0,0
2822.9052,50.6265,1.874,1.9058,1.8207,2.4661,0.2421,0.155,0.1346,0.3757,0.5872,1.0,0
2825.6484,45.6454,1.2346,1.172,1.1307,2.4208,0.2257,0.1678,0.1458,0.3748,0.8067,1.0,0
2826.4104,55.5695,1.827,1.8156,1.7879,2.4711,0.2534,0.1568,0.1057,0.4961,0.0578,1.0,0
2826.5628,63.9871,2.2537,2.1545,2.1576,2.5072,0.2735,0.1333,0.0506,0.666,0.0005,1.0,1
2826.7152,66.97,2.5527,2.5104,2.3714,2.528,0.2738,0.1239,0.0448,0.6576,0.0003,1.0,1
2826.8676,65.2294,2.7679,2.7401,2.5919,2.5386,0.2668,0.1173,0.0418,0.6446,0.0003,1.0,2
2827.02,65.1279,2.8912,2.907,2.7726,2.536,0.2791,0.1216,0.0493,0.6203,0.0007,1.0,2
2827.1724,66.6376,2.9126,2.884,2.8022,2.5367,0.273,0.1198,0.0381,0.679,0.0001,1.0,2
2827.3248,68.3201,3.0191,2.9762,2.934,2.5377,0.2618,0.1165,0.0255,0.7472,0.0,1.0,2
2827.4772,67.0598,3.2174,3.1858,3.143,2.5436,0.2636,0.1143,0.0312,0.6967,0.0001,1.0,2
2827.6296,64.8325,3.2818,3.2755,3.1521,2.543,0.251,0.1114,0.0472,0.5881,0.0009,1.0,2
2827.782,63.6404,3.2969,3.1971,3.156,2.5425,0.2444,0.11,0.0409,0.6163,0.0004,1.0,2
2827.9344,65.3427,3.1868,3.1176,3.0441,2.544,0.2742,0.1167,0.0465,0.6147,0.0006,1.0,2
2828.0868,69.3738,2.9558,2.982,2.8587,2.5426,0.2726,0.117,0.0283,0.7297,0.0,1.0,2
2828.2392,73.0716,2.8836,2.9158,2.789,2.533,0.2737,0.1216,0.0228,0.7931,0.0,1.0,2
2828.3916,77.661,2.7624,2.664,2.6309,2.5188,0.3299,0.1421,0.034,0.8185,0.0,1.0,1
2828.544,79.1598,2.6053,2.4815,2.4481,2.5041,0.3395,0.1512,0.0301,0.892,0.0,1.0,1
2828.6964,81.6125,2.5014,2.4714,2.3175,2.4949,0.3417,0.1559,0.0293,0.922,0.0,1.0,1
2828.8488,77.2343,2.4382,2.4488,2.2657,2.4858,0.3196,0.1545,0.0367,0.8615,0.0,1.0,1
2829.0012,72.5714,2.3158,2.305,2.1385,2.479,0.2892,0.15,0.0503,0.7466,0.0002,1.0,1
2829.1536,64.6778,2.2264,2.2904,2.142,2.4783,0.2563,0.1421,0.0658,0.6183,0.0023,1.0,1
2829.306,60.8927,2.4034,2.3951,2.3896,2.4903,0.2382,0.1321,0.0796,0.5166,0.0153,1.0,0
2829.4584,59.9881,2.706,2.7114,2.7119,2.5067,0.2676,0.132,0.0753,0.5334,0.0102,1.0,0
2829.6108,60.9404,3.1271,3.0828,3.0342,2.5207,0.2539,0.1223,0.0552,0.5911,0.0016,1.0,2
2829.7632,63.05,3.3746,3.2308,3.1747,2.5315,0.2339,0.1123,0.0444,0.6071,0.0006,1.0,2
2829.9156,62.8335,3.5177,3.5047,3.2927,2.5386,0.2426,0.1113,0.0428,0.6117,0.0005,1.0,2
2830.068,63.1436,3.2881,3.2212,3.0597,2.5394,0.268,0.1173,0.0484,0.6069,0.0008,1.0,2
2830.2204,64.5039,3.0366,2.9547,2.8751,2.5307,0.2692,0.1215,0.0521,0.6046,0.0011,1.0,2
2830.3728,66.014,3.0842,3.1063,2.9763,2.5295,0.2589,0.1195,0.0403,0.6639,0.0002,1.0,2
2830.5252,65.3078,3.2261,3.1257,3.1219,2.5337,0.2419,0.1133,0.0386,0.6453,0.0002,1.0,2
2830.6776,61.1448,3.4097,3.3607,3.2768,2.5405,0.2308,0.1212,0.0757,0.4981,0.0156,1.0,2
2830.83,57.3774,3.4656,3.3823,3.2896,2.5409,0.229,0.1204,0.08,0.4825,0.0232,1.0,2
2830.9824,56.2627,3.4385,3.438,3.3076,2.5442,0.208,0.1121,0.0719,0.4861,0.0147,1.0,2
2831.1348,57.0019,3.5525,3.489,3.4074,2.5509,0.2191,0.1131,0.0719,0.4885,0.0143,1.0,2
2831.2872,56.8862,3.5114,3.4478,3.3608,2.5546,0.2143,0.0969,0.0518,0.5124,0.0031,1.0,2
2831.4396,54.7251,3.5181,3.4933,3.4086,2.5454,0.2045,0.1104,0.0789,0.465,0.0268,1.0,2
2831.592,53.2016,3.386,3.4464,3.2559,2.5331,0.2064,0.116,0.0995,0.4077,0.1267,1.0,0
2831.7444,56.746,3.2554,3.1716,3.1075,2.5275,0.203,0.1172,0.0934,0.4522,0.0596,1.0,2
2831.8968,61.2109,3.2332,3.2436,3.1216,2.5325,0.2269,0.1101,0.0387,0.6299,0.0003,1.0,2
2832.0492,64.2749,3.1786,3.1282,3.0466,2.5444,0.2204,0.1031,0.0354,0.6171,0.0002,1.0,2
2832.2016,65.7096,3.2084,3.0803,3.0238,2.5466,0.259,0.1117,0.0501,0.5744,0.0013,1.0,2
2832.354,68.0513,2.935,2.9162,2.747,2.5393,0.2711,0.1181,0.0333,0.7018,0.0001,1.0,2
2832.5064,70.3617,2.608,2.6003,2.4822,2.5318,0.2793,0.1236,0.0325,0.7349,0.0,1.0,1
2832.6588,68.5409,2.6038,2.5645,2.5392,2.5299,0.2569,0.1188,0.0367,0.6833,0.0001,1.0,1
2832.8112,66.1565,2.8378,2.7389,2.7694,2.53,0.2797,0.1245,0.0525,0.6151,0.001,1.0,1
2832.9636,67.1482,2.7025,2.6735,2.5996,2.5209,0.2969,0.1329,0.0532,0.6487,0.0007,1.0,1
2833.116,67.8911,2.6433,2.5839,2.5087,2.523,0.284,0.1287,0.0418,0.6992,0.0002,1.0,1
2833.2684,69.8164,2.7645,2.6624,2.5807,2.5314,0.2869,0.1256,0.0412,0.6879,0.0002,1.0,1
2833.4208,69.6408,2.7742,2.6659,2.5779,2.5385,0.2995,0.1256,0.0328,0.743,0.0,1.0,1
2833.5732,70.7573,2.6645,2.6753,2.4621,2.5353,0.308,0.1291,0.0331,0.7585,0.0,1.0,1
2833.7256,72.9968,2.4683,2.4229,2.3512,2.5279,0.3115,0.1334,0.0401,0.7327,0.0001,1.0,1
2833.878,73.5497,2.3913,2.3939,2.3649,2.526,0.2813,0.1267,0.0248,0.8048,0.0,1.0,1
2834.0304,71.803,2.7817,2.7937,2.7945,2.5317,0.249,0.116,0.0216,0.7719,0.0,1.0,2
2834.1828,68.5141,3.3029,3.2649,3.1456,2.5421,0.2518,0.112,0.0407,0.6268,0.0003,1.0,2
2834.3352,67.069,3.3162,3.2138,3.0526,2.5536,0.2484,0.1059,0.0297,0.6651,0.0001,1.0,2
2834.4876,69.6033,3.0707,3.0119,2.8117,2.5556,0.2656,0.1093,0.0242,0.7186,0.0,1.0,2
2834.64,68.3779,2.855,2.8854,2.7027,2.5471,0.2412,0.1071,0.0192,0.742,0.0,1.0,2
2834.7924,62.0012,2.7972,2.8269,2.7292,2.5235,0.2528,0.1207,0.0492,0.6171,0.0008,1.0,2
2834.9448,55.1453,2.6293,2.6055,2.5615,2.5075,0.2412,0.138,0.1187,0.3991,0.2761,1.0,0
2835.0972,51.7628,2.6792,2.6934,2.6948,2.5032,0.2044,0.1274,0.1042,0.4508,0.0923,1.0,0
2835.2496,52.7565,2.8719,2.9903,2.9639,2.5184,0.2036,0.121,0.1023,0.4421,0.095,1.0,0
2835.402,54.1726,2.9367,2.8489,2.9916,2.5322,0.2019,0.1149,0.0969,0.4486,0.0714,1.0,0
2835.5544,55.8495,2.928,2.8676,2.8575,2.536,0.2085,0.104,0.0576,0.512,0.0047,1.0,2
2835.7068,56.2225,2.793,2.6365,2.574,2.5234,0.2177,0.1237,0.0775,0.4989,0.017,1.0,2
2835.8592,53.8037,2.4769,2.3672,2.2309,2.4981,0.2189,0.1343,0.0954,0.4727,0.051,1.0,0
2836.0116,48.3187,2.0781,2.0695,1.8625,2.4685,0.2223,0.1474,0.1294,0.3489,0.6864,1.0,0
2836.6212,54.2139,2.4682,2.5036,2.416,2.4973,0.2133,0.1227,0.0705,0.5221,0.009,1.0,0
2836.7736,59.9737,2.9487,2.9113,2.8586,2.5306,0.211,0.107,0.0419,0.598,0.0005,1.0,2
2836.926,60.6426,3.1433,3.1134,3.0467,2.5481,0.2131,0.0996,0.041,0.5711,0.0006,1.0,2
2837.0784,59.7308,3.3781,3.3484,3.244,2.5575,0.2221,0.0976,0.0474,0.5328,0.0017,1.0,2
2837.2308,59.7766,3.4105,3.4722,3.2815,2.5587,0.2331,0.0998,0.0471,0.5422,0.0015,1.0,2
2837.3832,60.8309,3.2271,3.1391,3.0767,2.5552,0.2472,0.1049,0.0399,0.5996,0.0004,1.0,2
2837.5356,58.9428,3.0701,3.0786,2.9335,2.5412,0.2217,0.1049,0.0425,0.5855,0.0006,1.0,2
2837.688,55.6481,3.1649,3.1191,3.0214,2.5298,0.2281,0.1246,0.0997,0.4522,0.0765,1.0,0
2837.8404,52.765,3.0638,3.0934,2.8762,2.5196,0.212,0.1233,0.1064,0.3934,0.1934,1.0,0
2837.9928,56.1303,3.0492,3.1286,2.8899,2.5215,0.2028,0.1195,0.1024,0.4098,0.1382,1.0,0
2838.1452,59.7154,3.0801,3.1108,3.0067,2.5329,0.2322,0.1113,0.0418,0.6175,0.0004,1.0,2
2838.2976,63.2801,3.0836,3.0198,3.0469,2.5474,0.2206,0.1018,0.0344,0.6173,0.0002,1.0,2
2838.45,62.8831,3.2493,3.1809,3.168,2.5563,0.2259,0.0991,0.0347,0.603,0.0002,1.0,2
2838.6024,62.5212,3.4522,3.4641,3.2697,2.5557,0.2237,0.0988,0.0333,0.6098,0.0002,1.0,2
2838.7548,64.6182,3.4575,3.3937,3.206,2.5521,0.2334,0.1028,0.0363,0.6106,0.0003,1.0,2
2838.9072,67.5721,3.1768,3.086,2.9335,2.5463,0.2615,0.1125,0.0287,0.7047,0.0,1.0,2
2839.0596,70.1109,2.9552,2.9696,2.7843,2.5472,0.2563,0.1108,0.0197,0.7582,0.0,1.0,2
2839.212,71.6735,3.0297,3.0035,2.9212,2.5472,0.2794,0.1166,0.0273,0.7345,0.0,1.0,2
2839.3644,71.0229,3.0493,3.0875,2.9552,2.5525,0.2573,0.1086,0.0159,0.7747,0.0,1.0,2
2839.5168,67.8632,3.2061,3.2763,3.1238,2.5538,0.2322,0.1018,0.0218,0.6963,0.0,1.0,2
2839.6692,62.2383,3.5325,3.528,3.4386,2.5568,0.2223,0.0979,0.0434,0.5524,0.001,1.0,2
2839.8216,58.8421,3.5967,3.6059,3.4844,2.5595,0.2178,0.1092,0.0653,0.4997,0.0087,1.0,2
2839.974,58.2349,3.4622,3.4856,3.372,2.5586,0.2208,0.1105,0.0697,0.4889,0.0127,1.0,2
2840.1264,59.4351,3.3574,3.3615,3.2672,2.5576,0.2131,0.0953,0.0415,0.5513,0.0008,1.0,2
2840.2788,60.2878,3.424,3.3826,3.3142,2.5536,0.2204,0.0989,0.048,0.5351,0.0018,1.0,2
2840.4312,62.2493,3.3333,3.1758,3.1399,2.5528,0.2408,0.1044,0.0368,0.6148,0.0003,1.0,2
2840.5836,64.2032,3.0417,3.0301,2.8294,2.5482,0.2469,0.108,0.0421,0.6009,0.0005,1.0,2
2840.736,61.6641,2.841,2.8007,2.7098,2.5317,0.2434,0.1146,0.0453,0.6125,0.0006,1.0,2
2840.8884,54.0033,2.7637,2.7338,2.659,2.5132,0.2215,0.1291,0.109,0.4461,0.1156,1.0,0
2841.1932,49.9889,2.7291,2.6273,2.5596,2.5144,0.2097,0.1247,0.1068,0.4099,0.1622,1.0,0
2841.3456,58.8457,2.8798,2.7913,2.6767,2.5275,0.2372,0.115,0.0516,0.5798,0.0014,1.0,2
2841.498,66.1056,2.6614,2.599,2.4968,2.5341,0.2573,0.117,0.0356,0.6819,0.0001,1.0,1
2841.6504,68.7203,2.5879,2.55,2.4745,2.534,0.266,0.1192,0.0343,0.7009,0.0001,1.0,1
2841.8028,64.418,2.726,2.7478,2.6383,2.5302,0.2628,0.1202,0.044,0.645,0.0004,1.0,2
2841.9552,57.2689,2.8818,2.8834,2.7644,2.5281,0.2358,0.1279,0.0948,0.4624,0.0561,1.0,0
2842.1076,54.8986,2.9961,2.9732,2.8109,2.5266,0.2193,0.1229,0.104,0.4396,0.1043,1.0,0
2842.26,58.42,3.0717,3.0951,2.9331,2.5297,0.2166,0.1088,0.0599,0.5189,0.005,1.0,2
2842.4124,63.9683,3.1403,3.1144,3.062,2.5293,0.214,0.1084,0.0406,0.6111,0.0004,1.0,2
2842.5648,65.0001,3.265,3.2263,3.1687,2.5302,0.2184,0.109,0.0403,0.6157,0.0004,1.0,2
2842.7172,64.2937,3.2242,3.1975,3.0239,2.526,0.2105,0.109,0.0378,0.6298,0.0002,1.0,2
2842.8696,62.1361,3.2434,3.1579,3.0708,2.5307,0.2261,0.1108,0.0447,0.5986,0.0006,1.0,2
2843.022,59.0047,3.1816,3.1312,3.0308,2.5356,0.2193,0.1068,0.0535,0.5392,0.0026,1.0,2
2843.1744,57.9405,3.2434,3.2443,3.0443,2.5402,0.2209,0.118,0.0948,0.4517,0.0633,1.0,2
2843.3268,59.5931,3.051,2.9919,2.8788,2.5414,0.2453,0.1107,0.0445,0.5997,0.0006,1.0,2
2843.4792,62.6349,3.0371,2.9676,2.8992,2.5416,0.2313,0.1071,0.0437,0.5886,0.0007,1.0,2
2843.6316,62.8997,3.0606,3.0191,2.9588,2.5426,0.2388,0.1085,0.0425,0.6011,0.0005,1.0,2
2843.784,60.4666,3.0439,3.0754,3.021,2.5442,0.2246,0.1042,0.049,0.5504,0.0016,1.0,2
2843.9364,58.0138,3.2904,3.3256,3.2613,2.5458,0.2164,0.1015,0.0537,0.5196,0.0033,1.0,2
2844.0888,57.2877,3.4172,3.4344,3.3567,2.5489,0.2301,0.1175,0.0919,0.4539,0.055,1.0,2
2844.2412,58.1366,3.2965,3.266,3.1772,2.55,0.2207,0.1006,0.054,0.5155,0.0035,1.0,2
2844.3936,61.1905,3.227,3.0584,3.0509,2.5467,0.2137,0.1004,0.047,0.545,0.0015,1.0,2
2844.546,64.4987,3.0117,2.8728,2.7876,2.5413,0.2544,0.113,0.0398,0.637,0.0003,1.0,2
2844.6984,64.3065,2.6845,2.5999,2.4725,2.5237,0.2521,0.1204,0.0362,0.6944,0.0001,1.0,1
2844.8508,59.4013,2.6533,2.5743,2.4638,2.502,0.2478,0.1292,0.0695,0.5488,0.0063,1.0,1
2845.0032,52.6215,2.3718,2.3597,2.2334,2.4834,0.2474,0.1498,0.129,0.3961,0.3938,1.0,0
2845.1556,51.191,2.2707,2.2858,2.1669,2.4957,0.2273,0.1381,0.1202,0.3697,0.4073,1.0,0
2845.308,55.4069,2.6442,2.6078,2.5909,2.5208,0.2003,0.119,0.0811,0.4765,0.0261,1.0,0
2845.4604,61.2093,3.1143,3.1044,3.0408,2.5472,0.2075,0.0986,0.037,0.5884,0.0003,1.0,2
2845.6128,63.6259,3.3211,3.338,3.1834,2.5543,0.2135,0.0969,0.0324,0.6061,0.0002,1.0,2
2845.7652,62.9877,3.4652,3.4109,3.3256,2.5505,0.2161,0.0992,0.0329,0.6139,0.0002,1.0,2
2845.9176,61.2322,3.5142,3.4844,3.4119,2.5509,0.2155,0.0989,0.0465,0.5417,0.0015,1.0,2
2846.07,60.6009,3.5091,3.4489,3.4443,2.5514,0.2216,0.1002,0.0472,0.5435,0.0015,1.0,2
2846.2224,61.2649,3.5096,3.4669,3.4387,2.5543,0.2315,0.1014,0.0419,0.574,0.0007,1.0,2
2846.3748,61.6554,3.4391,3.3577,3.3269,2.5533,0.237,0.1032,0.0447,0.5673,0.0009,1.0,2
2846.5272,60.7903,3.2887,3.2041,3.1594,2.5459,0.2272,0.1041,0.0442,0.5734,0.0008,1.0,2
2846.6796,57.6675,3.2161,3.1977,3.0322,2.533,0.2338,0.1252,0.0786,0.4996,0.0177,1.0,2
2846.832,53.4877,2.9744,2.9028,2.7287,2.5111,0.2215,0.13,0.1095,0.4486,0.1146,1.0,0
2846.9844,52.7023,2.6066,2.5733,2.4227,2.4864,0.2026,0.1336,0.1149,0.4006,0.2393,1.0,0
2847.1368,52.4885,2.2625,2.2565,2.1762,2.4709,0.203,0.14,0.12,0.4096,0.2548,1.0,0
2847.2892,53.4393,2.144,2.136,2.1172,2.4735,0.2111,0.1417,0.1212,0.4128,0.2555,1.0,0
2847.4416,53.4371,2.3265,2.2952,2.299,2.4863,0.2054,0.1346,0.1143,0.4301,0.1674,1.0,0
2847.594,52.9739,2.463,2.3567,2.3501,2.4934,0.2126,0.1341,0.1136,0.4379,0.149,1.0,0
2847.7464,52.8367,2.4037,2.248,2.1938,2.4808,0.225,0.1434,0.124,0.3865,0.3772,1.0,0
2847.8988,50.2895,2.215,2.0003,1.9163,2.4547,0.2376,0.1581,0.1352,0.4134,0.3873,1.0,0
2848.5084,47.107,1.4623,1.5007,1.4184,2.4397,0.2182,0.1577,0.1377,0.3617,0.7529,1.0,0
2848.8132,52.4684,1.904,1.8819,1.93,2.4924,0.2062,0.1324,0.113,0.4179,0.1843,1.0,0
2848.9656,55.8352,2.2757,2.3009,2.2423,2.5137,0.224,0.118,0.0595,0.5529,0.0033,1.0,1
2849.118,53.9525,2.5133,2.4316,2.3214,2.4957,0.2343,0.1404,0.0933,0.4926,0.0372,1.0,0
2849.7276,49.3658,1.2849,1.3593,1.2401,2.4264,0.2376,0.1695,0.1458,0.3999,0.6039,1.0,0
2849.88,50.8046,1.3966,1.3855,1.3707,2.4399,0.238,0.1642,0.1401,0.4188,0.4173,1.0,0
2850.0324,54.3611,1.6997,1.7425,1.6587,2.4643,0.2218,0.149,0.1268,0.4246,0.2657,1.0,0
2850.1848,58.4799,2.1863,2.2833,2.0864,2.4969,0.2261,0.1261,0.0588,0.5883,0.0021,1.0,1
2850.3372,60.1916,2.5095,2.5056,2.3233,2.5199,0.2352,0.1179,0.0502,0.5997,0.001,1.0,2
2850.4896,58.1012,2.5483,2.558,2.3723,2.5157,0.2435,0.1354,0.0897,0.491,0.0326,1.0,0
2850.642,54.0094,2.6457,2.6368,2.4512,2.4945,0.2572,0.1486,0.1253,0.4467,0.1969,1.0,0
2850.7944,52.2912,2.3842,2.3369,2.1509,2.4512,0.2446,0.1619,0.1372,0.4351,0.3185,1.0,0
2850.9468,53.0575,2.275,2.2291,2.0659,2.4317,0.2367,0.1671,0.1409,0.4483,0.3029,1.0,0
2851.0992,54.2047,2.3517,2.3751,2.2225,2.4279,0.224,0.1644,0.1351,0.4509,0.2503,1.0,0
2851.2516,58.962,2.5532,2.5113,2.4091,2.4525,0.2299,0.1472,0.0836,0.5509,0.0125,1.0,0
2851.404,59.0785,2.7767,2.707,2.6907,2.484,0.2281,0.1325,0.0585,0.6169,0.0015,1.0,2
2851.5564,58.2554,3.091,3.0801,2.9654,2.5075,0.2063,0.1163,0.0681,0.5109,0.009,1.0,2
2851.7088,54.7222,3.3706,3.4609,3.2392,2.5238,0.2182,0.1237,0.1061,0.4072,0.1631,1.0,0
2851.8612,54.4961,3.5067,3.4636,3.4024,2.5352,0.2116,0.1169,0.0987,0.4443,0.0807,1.0,2
2852.0136,57.4384,3.4641,3.4314,3.366,2.5443,0.2224,0.1036,0.0503,0.5419,0.002,1.0,2
2852.166,58.3562,3.4765,3.4791,3.387,2.5549,0.2297,0.1007,0.0476,0.5432,0.0016,1.0,2
2852.3184,60.326,3.5199,3.5298,3.3981,2.5522,0.2242,0.1005,0.0419,0.5704,0.0007,1.0,2
2852.4708,55.9147,3.4224,3.4951,3.2844,2.5381,0.2183,0.1054,0.0499,0.5504,0.0017,1.0,2
2852.6232,51.5142,3.159,3.1037,3.0088,2.5037,0.2338,0.1371,0.1193,0.3704,0.3917,1.0,0
2853.0804,54.491,2.7177,2.6589,2.5782,2.4941,0.2237,0.1375,0.0953,0.4798,0.0468,1.0,0
2853.2328,61.1013,2.8121,2.6915,2.6034,2.5083,0.2329,0.1226,0.0513,0.614,0.0009,1.0,2
2853.3852,64.913,2.5659,2.5291,2.3627,2.5142,0.2887,0.1339,0.0576,0.6277,0.0012,1.0,1
2853.5376,68.0927,2.3786,2.3299,2.2635,2.5145,0.2777,0.131,0.0403,0.72,0.0001,1.0,1
2853.69,68.8783,2.5166,2.474,2.5074,2.5304,0.2654,0.1207,0.0302,0.7361,0.0,1.0,1
2853.8424,66.2031,2.8226,2.9354,2.8322,2.5525,0.2469,0.106,0.0338,0.6403,0.0001,1.0,2
2853.9948,61.9013,3.2869,3.1732,3.2057,2.5639,0.2541,0.1027,0.045,0.5631,0.001,1.0,2
2854.1472,60.961,3.3694,3.2026,3.1898,2.5673,0.2385,0.0972,0.0402,0.5656,0.0006,1.0,2
