DEPTH,Gamma Ray (GR),Deep Resisitivity (RT),Medium Resistivity (RM),Shallow Resistivity (RS),Density (RHOB),Neutron Porosity (NPHI),Total Porosity (PHIT),Effective Porosity (PHIE),Clay Volume (VCL),Permeability (Perm),Water Saturation (SW),Labels
3040.9896,64.8313,2.7792,2.6765,2.4916,2.5468,0.226,0.1034,0.0207,0.7126,0.0,1.0,2
3041.142,59.5408,2.8143,2.659,2.4331,2.5215,0.2206,0.1136,0.0647,0.5151,0.007,1.0,2
3041.2944,51.674,2.6466,2.6276,2.2509,2.489,0.2236,0.1396,0.1196,0.4085,0.2554,0.8742,0
3041.4468,47.3156,2.5484,2.4405,2.2094,2.4625,0.206,0.1444,0.1274,0.3368,0.7428,0.8696,0
3041.7516,51.4239,2.7622,2.7431,2.5398,2.47,0.2103,0.1428,0.1218,0.42,0.2398,0.9259,0
3041.904,55.7236,3.0078,3.0114,2.9018,2.4987,0.1901,0.1163,0.0669,0.5154,0.008,1.0,2
3042.0564,58.4429,3.1411,3.1875,3.0707,2.5269,0.1906,0.1133,0.0793,0.4691,0.0262,1.0,2
3042.2088,62.1065,3.3187,3.3789,3.3264,2.5449,0.1956,0.0967,0.0368,0.5812,0.0004,1.0,2
3042.3612,67.502,3.5909,3.475,3.5712,2.5598,0.1851,0.0873,0.0105,0.699,0.0,1.0,2
3042.5136,70.5542,3.71,3.5325,3.4738,2.5748,0.2004,0.0843,0.0019,0.7455,0.0,1.0,2
3042.666,70.5489,3.2913,3.0717,2.9196,2.572,0.2303,0.093,0.0101,0.7325,0.0,1.0,2
3042.8184,72.4458,2.6585,2.5861,2.3381,2.5618,0.2412,0.1004,0.0104,0.7706,0.0,1.0,2
3042.9708,75.719,2.2465,2.1952,2.0422,2.5454,0.2904,0.1201,0.0189,0.8139,0.0,1.0,1
3043.1232,82.2872,1.9092,1.8712,1.8571,2.5416,0.3073,0.1261,0.0049,0.9559,0.0,1.0,1
3043.2756,84.6157,1.9033,1.9341,1.9294,2.539,0.2809,0.1207,0.0,0.98,0.0,1.0,1
3043.428,79.1607,2.3738,2.4867,2.3618,2.548,0.2432,0.1072,0.0,0.9264,0.0,1.0,1
3043.5804,67.8298,2.8405,2.7503,2.7254,2.5568,0.2274,0.0992,0.0358,0.5972,0.0003,1.0,2
3043.7328,59.9099,3.1429,3.0727,2.9545,2.5627,0.1967,0.1008,0.065,0.4789,0.0109,1.0,2
3043.8852,60.2026,3.1542,3.0836,2.9276,2.5636,0.2193,0.0941,0.037,0.5692,0.0004,1.0,2
3044.0376,61.0488,2.8792,2.8861,2.7425,2.5569,0.211,0.0951,0.03,0.6121,0.0001,1.0,2
3044.19,58.0272,2.9428,2.887,2.7679,2.5433,0.2051,0.0998,0.0539,0.5131,0.0036,1.0,2
3044.3424,54.035,2.9671,2.8624,2.7293,2.5178,0.2187,0.1263,0.1077,0.4201,0.1493,0.9511,0
3044.4948,50.351,2.9284,2.8678,2.6115,2.4936,0.2035,0.131,0.1127,0.3992,0.226,0.9009,0
3044.6472,53.4587,2.912,2.8478,2.5555,2.4835,0.2061,0.136,0.1164,0.4105,0.2249,0.8979,0
3044.7996,60.8821,2.8494,2.7672,2.5827,2.4951,0.2362,0.1295,0.0633,0.5791,0.0031,1.0,2
3044.952,68.463,2.7692,2.8508,2.6407,2.5155,0.2248,0.1173,0.0169,0.8136,0.0,1.0,2
3045.1044,66.4631,3.1784,3.2591,3.1139,2.5147,0.2281,0.1185,0.0291,0.7325,0.0,1.0,2
3045.2568,57.1767,3.7734,3.7117,3.529,2.487,0.2312,0.1429,0.1218,0.4218,0.2348,0.7339,0
3045.4092,54.1392,3.9464,3.8998,3.4585,2.4697,0.2163,0.1449,0.1257,0.3797,0.4302,0.6766,0
3045.5616,59.7593,3.6955,3.4471,3.2886,2.477,0.2439,0.1396,0.0657,0.6082,0.0025,1.0,2
3045.714,65.0879,3.0663,3.0101,2.9091,2.5144,0.2315,0.1195,0.0298,0.733,0.0,1.0,2
3045.8664,67.4167,3.017,2.9998,2.9006,2.5495,0.2078,0.0976,0.0241,0.6607,0.0,1.0,2
3046.0188,67.5923,3.2567,3.1588,3.0061,2.5725,0.2293,0.0925,0.0141,0.7018,0.0,1.0,2
3046.1712,70.49,3.0279,2.8655,2.7318,2.575,0.2697,0.1015,0.0156,0.7385,0.0,1.0,2
3046.3236,73.0562,2.7383,2.663,2.4843,2.5656,0.2524,0.1015,0.0124,0.7618,0.0,1.0,2
3046.476,72.3313,2.6472,2.6759,2.4983,2.5602,0.2577,0.1052,0.0128,0.7788,0.0,1.0,2
3046.6284,70.564,2.6594,2.662,2.5969,2.5564,0.2413,0.1029,0.0185,0.7252,0.0,1.0,2
3046.7808,65.1337,2.8399,2.9129,2.8196,2.556,0.2377,0.1021,0.0334,0.6246,0.0002,1.0,2
3046.9332,61.4634,3.2114,3.2494,3.1555,2.5503,0.2052,0.0966,0.0489,0.5231,0.0022,1.0,2
3047.0856,59.6476,3.3476,3.3115,3.2698,2.5529,0.1919,0.0921,0.0455,0.522,0.0017,1.0,2
3047.238,59.3941,3.4437,3.3359,3.3112,2.5556,0.1892,0.0902,0.0368,0.5542,0.0005,1.0,2
3047.3904,57.6839,3.4811,3.353,3.2439,2.5632,0.1737,0.0829,0.0346,0.5368,0.0005,1.0,2
3047.5428,58.0043,3.4372,3.3795,3.1406,2.5571,0.1895,0.0896,0.049,0.5003,0.0029,1.0,2
3047.6952,58.409,3.0673,3.0303,2.7956,2.5464,0.2315,0.105,0.0464,0.5658,0.0011,1.0,2
3047.8476,59.293,2.646,2.6887,2.4943,2.5342,0.2003,0.1027,0.0434,0.5719,0.0008,1.0,2
3048.0,56.2585,2.9604,2.8997,2.8293,2.5181,0.2046,0.1111,0.0623,0.5168,0.006,1.0,2
3048.1524,53.5536,3.1427,3.1413,2.9466,2.5064,0.2093,0.1278,0.1099,0.3992,0.2054,0.8882,0
3048.3048,51.7624,3.1878,3.0988,2.9466,2.5081,0.1992,0.1237,0.1068,0.3918,0.1997,0.9267,0
3048.4572,51.3074,3.1969,3.0646,2.9691,2.5288,0.1884,0.1118,0.096,0.4028,0.1169,1.0,0
3048.6096,54.2801,3.1786,3.0772,3.0218,2.5535,0.1937,0.1036,0.0886,0.4125,0.0767,1.0,2
3048.762,56.9349,2.9831,2.967,2.8436,2.5601,0.2254,0.0972,0.0502,0.5197,0.0025,1.0,2
3048.9144,58.8707,2.8352,2.8531,2.7356,2.5557,0.2129,0.0961,0.0489,0.5211,0.0022,1.0,2
3049.0668,55.3277,2.9709,2.8923,2.8154,2.5435,0.2115,0.1135,0.0773,0.4743,0.0223,1.0,2
3049.2192,52.8089,2.8339,2.6302,2.6441,2.5263,0.2072,0.1191,0.104,0.3622,0.2536,0.9595,0
3049.3716,52.958,2.634,2.5697,2.4,2.515,0.1971,0.1202,0.1034,0.4001,0.1604,1.0,0
3049.524,60.654,2.5701,2.5518,2.3435,2.5108,0.2068,0.115,0.0641,0.522,0.0063,1.0,2
3049.6764,70.6731,2.5571,2.5142,2.3717,2.5187,0.2068,0.1114,0.0144,0.8008,0.0,1.0,2
3049.8288,75.6966,2.4734,2.4673,2.2995,2.5281,0.2348,0.1141,0.0063,0.8782,0.0,1.0,1
3049.9812,70.9749,2.4204,2.4184,2.2808,2.5301,0.2547,0.1182,0.0249,0.7601,0.0,1.0,1
3050.1336,62.0053,2.7181,2.7969,2.6111,2.5203,0.2245,0.1151,0.0602,0.5391,0.004,1.0,2
3050.286,54.4069,3.0192,3.0165,2.848,2.4998,0.2238,0.1353,0.1143,0.444,0.1422,0.8608,0
3050.4384,52.0064,3.2239,3.1474,2.9676,2.4995,0.2138,0.1321,0.1144,0.3826,0.2896,0.8559,0
3050.5908,54.1126,3.3725,3.3272,3.0423,2.5163,0.1933,0.1185,0.1004,0.4355,0.0953,0.922,0
3050.7432,55.7752,3.4737,3.3408,3.1245,2.5372,0.1974,0.1006,0.0473,0.5444,0.0015,1.0,2
3050.8956,56.7583,3.3157,3.0416,2.9967,2.5346,0.2258,0.1219,0.083,0.4777,0.0282,1.0,2
3051.048,54.3364,2.9665,2.8349,2.6032,2.5184,0.2245,0.128,0.0976,0.4579,0.0662,1.0,0
3051.2004,52.6176,2.7556,2.6069,2.3882,2.4975,0.2102,0.1317,0.1137,0.3908,0.2573,0.9042,0
3051.3528,50.9054,2.6638,2.547,2.3117,2.4864,0.2241,0.1408,0.1225,0.3706,0.4332,0.8887,0
3051.5052,49.1182,2.7645,2.6377,2.3911,2.4624,0.2154,0.1476,0.1284,0.3721,0.5094,0.8649,0
3051.6576,47.9878,3.1153,2.9423,2.5868,2.445,0.1992,0.1492,0.1296,0.3765,0.5019,0.7761,0
3053.1816,49.8657,5.5652,5.0797,4.1411,2.4221,0.2074,0.1612,0.1403,0.3704,0.732,0.5862,0
3053.334,50.0649,5.0002,4.452,3.673,2.4295,0.1952,0.1542,0.1345,0.3651,0.6603,0.6227,0
3053.4864,50.131,4.5916,4.0495,3.5039,2.4483,0.2039,0.1495,0.1304,0.3644,0.591,0.661,0
3053.6388,54.7814,3.9334,3.5903,3.1686,2.4847,0.2367,0.1457,0.124,0.4252,0.2418,0.7456,0
3053.7912,63.4464,3.0972,2.9131,2.6483,2.5204,0.2446,0.1201,0.0332,0.7127,0.0001,1.0,2
3053.9436,68.3866,2.6818,2.5423,2.4228,2.535,0.2492,0.1146,0.0235,0.7507,0.0,1.0,1
3054.096,65.0514,2.5916,2.5823,2.3924,2.5164,0.2513,0.1236,0.0458,0.6497,0.0004,1.0,1
3054.2484,56.4027,2.6999,2.5587,2.5335,2.4668,0.2532,0.1584,0.1147,0.4746,0.1013,1.0,0
3054.5532,52.7165,2.5351,2.5402,2.2574,2.4353,0.1982,0.1528,0.1303,0.4213,0.3062,0.8961,0
3054.7056,59.1205,2.9118,2.8737,2.7037,2.4779,0.2018,0.1287,0.0719,0.5363,0.0083,1.0,2
3054.858,64.1538,3.0158,2.9232,2.792,2.5269,0.2301,0.1135,0.0436,0.6168,0.0005,1.0,2
3055.0104,67.6655,3.0556,3.082,2.8012,2.5452,0.2436,0.1085,0.0272,0.6944,0.0,1.0,2
3055.1628,65.5071,3.1531,3.2722,2.8983,2.5575,0.2329,0.1003,0.0187,0.7097,0.0,1.0,2
3055.3152,57.8408,3.4135,3.4887,3.1773,2.545,0.2103,0.1003,0.0545,0.5127,0.0037,1.0,2
3055.4676,48.8806,3.7824,3.7227,3.5298,2.5291,0.1897,0.1121,0.0996,0.3182,0.3567,0.8506,0
3055.62,43.8469,4.1491,3.9568,3.7571,2.5008,0.1763,0.1191,0.1073,0.2812,0.7281,0.768,0
3055.7724,46.8811,4.1815,3.9568,3.687,2.4916,0.1792,0.1237,0.1088,0.3457,0.3646,0.7842,0
3055.9248,53.2538,3.789,3.668,3.3805,2.501,0.1954,0.1253,0.0968,0.4559,0.0655,1.0,2
3056.0772,63.4045,3.228,3.197,3.023,2.5197,0.2178,0.1137,0.043,0.621,0.0004,1.0,2
3056.2296,68.5865,2.9749,2.8589,2.808,2.5437,0.2273,0.1051,0.0107,0.7947,0.0,1.0,2
3056.382,71.7757,2.8724,2.6702,2.6253,2.5585,0.262,0.1071,0.0191,0.7426,0.0,1.0,2
3056.5344,70.1399,2.6001,2.5118,2.334,2.5609,0.2748,0.1092,0.0208,0.7421,0.0,1.0,1
3056.6868,72.5029,2.2411,2.2062,2.088,2.5438,0.2993,0.1231,0.0316,0.7383,0.0,1.0,1
3056.8392,69.7022,2.0112,2.1312,2.0144,2.5288,0.2699,0.1226,0.0246,0.7849,0.0,1.0,1
3056.9916,67.8585,2.3885,2.5075,2.3655,2.5348,0.2434,0.1132,0.0393,0.6411,0.0002,1.0,1
3057.144,64.678,2.7254,2.666,2.6445,2.5577,0.2695,0.1093,0.0361,0.6416,0.0002,1.0,2
3057.2964,64.1666,2.8054,2.8248,2.6945,2.5699,0.2223,0.092,0.0267,0.6171,0.0001,1.0,2
3057.4488,65.969,2.9382,2.9081,2.7568,2.566,0.2397,0.0981,0.0293,0.6302,0.0001,1.0,2
3057.6012,68.6898,2.7897,2.7534,2.6461,2.5553,0.2339,0.1015,0.0166,0.7313,0.0,1.0,2
3057.7536,71.2686,2.7998,2.7674,2.6469,2.5521,0.2566,0.1086,0.0171,0.7655,0.0,1.0,2
3057.906,72.616,2.7069,2.7784,2.5714,2.5505,0.2816,0.1156,0.027,0.7323,0.0,1.0,1
3058.0584,73.3687,2.6868,2.6283,2.5913,2.5558,0.275,0.1116,0.0149,0.7976,0.0,1.0,1
3058.2108,74.1465,2.7548,2.7192,2.6678,2.5545,0.2738,0.1119,0.0103,0.8344,0.0,1.0,1
3058.3632,69.771,2.8749,2.9219,2.812,2.5595,0.2364,0.1002,0.0177,0.7168,0.0,1.0,2
3058.5156,63.9874,3.162,3.148,3.0482,2.561,0.2242,0.0965,0.0406,0.5604,0.0007,1.0,2
3058.668,59.1039,3.3497,3.3913,3.1923,2.5602,0.2217,0.0963,0.0471,0.5295,0.0018,1.0,2
3058.8204,58.6171,3.1885,3.0979,3.0589,2.555,0.229,0.1004,0.0523,0.5219,0.0029,1.0,2
3058.9728,59.0444,3.1017,3.1003,2.9951,2.5527,0.2012,0.0945,0.0426,0.5432,0.001,1.0,2
3059.1252,59.7835,3.2051,3.0781,3.0838,2.5532,0.1988,0.0937,0.037,0.5677,0.0004,1.0,2
3059.2776,60.8767,3.2075,3.1206,3.0773,2.5576,0.2152,0.0958,0.0376,0.5729,0.0004,1.0,2
3059.43,62.1424,3.1599,3.0913,2.9956,2.5568,0.1942,0.0909,0.0282,0.6033,0.0001,1.0,2
3059.5824,62.9906,3.1866,3.0869,3.0148,2.5553,0.2121,0.0961,0.0289,0.6233,0.0001,1.0,2
3059.7348,62.5523,3.0441,2.9882,2.8694,2.5501,0.2329,0.1036,0.0357,0.6178,0.0002,1.0,2
3059.8872,62.1856,2.9933,3.0148,2.8101,2.5474,0.2074,0.0985,0.0395,0.5745,0.0005,1.0,2
3060.0396,62.4348,3.0747,3.0531,2.9198,2.56,0.217,0.0952,0.0376,0.5706,0.0005,1.0,2
3060.192,59.6004,3.0033,3.0974,2.8463,2.5607,0.2143,0.0942,0.0377,0.5659,0.0005,1.0,2
3060.3444,57.221,3.0007,2.9962,2.8854,2.5449,0.2217,0.1164,0.0798,0.474,0.0253,1.0,2
3060.4968,52.0174,2.9634,2.9113,2.8087,2.5053,0.2159,0.1304,0.0927,0.4714,0.0464,1.0,0
3060.8016,53.1309,3.0706,2.878,2.6434,2.485,0.1994,0.1331,0.115,0.3893,0.2733,0.88,0
3060.954,60.7689,2.7471,2.6342,2.4021,2.5062,0.2299,0.1228,0.0492,0.6267,0.0007,1.0,2
3061.1064,71.4732,2.2151,2.169,2.0816,2.5277,0.2596,0.1205,0.0246,0.7744,0.0,1.0,1
3061.2588,74.2031,1.9922,2.0827,2.005,2.5386,0.2532,0.1139,0.0121,0.832,0.0,1.0,1
3061.4112,74.4956,2.5127,2.4458,2.4774,2.5534,0.2637,0.1098,0.0224,0.7338,0.0,1.0,1
3061.5636,71.213,2.8635,2.6992,2.6733,2.5623,0.2679,0.1068,0.024,0.7076,0.0,1.0,2
3061.716,70.9351,2.9502,2.8104,2.6439,2.5638,0.2564,0.1033,0.0227,0.6978,0.0,1.0,2
3061.8684,71.6342,2.8737,2.7376,2.5124,2.5544,0.2671,0.1102,0.0251,0.7173,0.0,1.0,2
3062.0208,74.7247,2.6632,2.5728,2.3828,2.5514,0.2835,0.1157,0.0281,0.7246,0.0,1.0,1
3062.1732,75.8426,2.6326,2.5633,2.4151,2.5453,0.2754,0.1164,0.0105,0.8583,0.0,1.0,1
3062.3256,71.3063,2.6747,2.7164,2.4752,2.5198,0.2837,0.1301,0.0302,0.784,0.0,1.0,1
3062.478,63.1206,3.0154,3.1061,2.8318,2.4749,0.2513,0.1424,0.0772,0.5622,0.0081,1.0,0
3062.6304,53.8667,3.5998,3.5548,3.2618,2.4291,0.2467,0.1715,0.1482,0.3888,0.7296,0.6388,0
3063.3924,55.5914,3.5799,3.3832,3.1542,2.4787,0.2157,0.1411,0.1191,0.4455,0.164,0.8189,0
3063.5448,63.3794,3.122,3.0076,2.7809,2.5191,0.2537,0.1229,0.0365,0.7052,0.0001,1.0,2
3063.6972,68.7966,2.5789,2.5767,2.3702,2.5348,0.2613,0.1177,0.0327,0.704,0.0001,1.0,1
3063.8496,65.1333,2.4491,2.4979,2.2877,2.5328,0.2386,0.1129,0.0253,0.7301,0.0,1.0,1
3064.002,59.7043,2.673,2.5848,2.4427,2.5178,0.2492,0.1224,0.0687,0.528,0.0076,1.0,2
3064.1544,53.5102,2.5812,2.5516,2.3223,2.5073,0.2423,0.1384,0.1189,0.4036,0.2635,0.9201,0
3064.3068,53.4716,2.6654,2.6429,2.4536,2.5124,0.2075,0.1248,0.106,0.4287,0.1272,0.9601,0
3064.4592,53.6359,3.0249,2.9975,2.8903,2.5142,0.2148,0.1265,0.0819,0.492,0.0227,1.0,2
3064.6116,51.8419,3.3233,3.4166,3.1946,2.4932,0.2144,0.1348,0.1152,0.4152,0.2046,0.8079,0
3065.2212,53.6527,3.7792,3.8453,3.5622,2.5055,0.205,0.1169,0.0666,0.5186,0.0075,1.0,2
3065.3736,63.1519,3.5177,3.6326,3.3875,2.5527,0.2122,0.0973,0.0353,0.5919,0.0003,1.0,2
3065.526,66.5475,3.4813,3.4202,3.3435,2.5706,0.2103,0.0887,0.0103,0.7074,0.0,1.0,2
3065.6784,69.4791,3.4378,3.4117,3.2448,2.5685,0.2312,0.0948,0.02,0.6734,0.0,1.0,2
3065.8308,69.5706,3.3054,3.2933,3.1033,2.5651,0.2384,0.0982,0.0156,0.7211,0.0,1.0,2
3065.9832,68.6173,3.2028,3.0927,3.0118,2.5634,0.2229,0.0951,0.0104,0.7414,0.0,1.0,2
3066.1356,65.0942,3.1842,3.2005,2.9558,2.5642,0.2162,0.093,0.0203,0.662,0.0,1.0,2
3066.288,61.5967,3.1898,3.0991,2.9126,2.5563,0.2189,0.0973,0.0341,0.5984,0.0002,1.0,2
3066.4404,58.4717,2.9643,2.9013,2.6986,2.5301,0.2312,0.1123,0.0619,0.5223,0.0054,1.0,2
3066.5928,55.8074,2.7824,2.7278,2.5434,2.4916,0.2148,0.1356,0.1113,0.4507,0.1192,1.0,0
3066.7452,50.9592,2.8482,2.8898,2.6129,2.4484,0.2154,0.1532,0.1324,0.3893,0.47,0.7954,0
3067.2024,49.04,2.9552,2.7065,2.5571,2.4356,0.2125,0.1574,0.1365,0.3799,0.5901,0.8112,0
3067.3548,53.2822,2.7754,2.6792,2.4148,2.4641,0.2234,0.1496,0.1272,0.4273,0.2604,0.8959,0
3067.5072,56.9422,2.6644,2.6528,2.3801,2.4835,0.217,0.1299,0.0671,0.5623,0.0047,1.0,0
3067.6596,56.8061,2.6017,2.5087,2.323,2.4801,0.2204,0.1323,0.0696,0.5595,0.0056,1.0,0
3067.812,52.9125,2.4348,2.3639,2.1288,2.4616,0.217,0.1485,0.1263,0.4274,0.2527,0.8952,0
3068.1168,49.8936,2.6196,2.4338,2.2246,2.4505,0.1996,0.1471,0.1285,0.3618,0.5758,0.8453,0
3068.2692,55.9172,2.6619,2.4941,2.2902,2.4701,0.2166,0.1449,0.1,0.4835,0.054,1.0,0
3068.4216,61.0722,2.4835,2.372,2.2265,2.5009,0.216,0.1218,0.0504,0.615,0.0009,1.0,1
3068.574,60.0699,2.5584,2.5045,2.383,2.5149,0.1905,0.109,0.0426,0.6025,0.0005,1.0,2
3068.7264,54.2521,2.6561,2.5666,2.4906,2.5114,0.2266,0.1315,0.1123,0.4171,0.1817,0.9989,0
3068.8788,53.3262,2.5981,2.6381,2.3868,2.5058,0.2098,0.1282,0.1111,0.3809,0.2639,0.9629,0
3069.0312,58.4037,2.7853,2.804,2.6061,2.5172,0.2229,0.1161,0.0575,0.5551,0.0028,1.0,2
3069.1836,66.0389,2.7848,2.6828,2.6353,2.5372,0.2374,0.1106,0.0319,0.674,0.0001,1.0,2
3069.336,69.6424,2.6685,2.6463,2.5538,2.5513,0.2267,0.1015,0.0167,0.731,0.0,1.0,2
3069.4884,70.6521,2.8166,2.6923,2.6506,2.556,0.2587,0.1074,0.0243,0.7082,0.0,1.0,2
3069.6408,72.9147,2.5981,2.4511,2.4208,2.5562,0.2541,0.1062,0.0204,0.7286,0.0,1.0,1
3069.7932,74.3443,2.5789,2.5817,2.3561,2.5566,0.2407,0.1026,0.0111,0.7776,0.0,1.0,2
3069.9456,78.8584,2.5591,2.5492,2.368,2.5478,0.2588,0.1112,0.0131,0.809,0.0,1.0,1
3070.098,82.2316,2.3253,2.3493,2.2176,2.5419,0.2766,0.1183,0.0047,0.9148,0.0,1.0,1
3070.2504,79.7838,2.2263,2.329,2.2429,2.5435,0.2365,0.1075,0.0,0.98,0.0,1.0,1
3070.4028,74.1723,2.8398,2.9051,2.8583,2.5537,0.2344,0.1024,0.0284,0.6561,0.0001,1.0,2
3070.5552,68.6595,3.1401,3.1564,3.0538,2.563,0.207,0.0913,0.019,0.6621,0.0,1.0,2
3070.7076,69.1192,3.1489,3.1419,3.0098,2.5615,0.2349,0.0989,0.0132,0.7424,0.0,1.0,2
3070.86,71.6209,2.9566,2.9362,2.7916,2.5655,0.23,0.0959,0.0196,0.6813,0.0,1.0,2
3071.0124,71.9869,2.822,2.7741,2.6663,2.5614,0.2432,0.1011,0.0079,0.7932,0.0,1.0,2
3071.1648,73.9597,2.6708,2.6462,2.4937,2.5583,0.2578,0.1061,0.0145,0.7714,0.0,1.0,2
3071.3172,74.3604,2.598,2.4695,2.36,2.5495,0.2724,0.1138,0.0143,0.8142,0.0,1.0,1
3071.4696,77.1234,2.4092,2.3828,2.2144,2.5385,0.2971,0.125,0.0228,0.8102,0.0,1.0,1
3071.622,77.1995,2.2363,2.1705,2.1355,2.5444,0.2915,0.1209,0.0128,0.8641,0.0,1.0,1
3071.7744,76.514,2.4039,2.4273,2.3623,2.5461,0.2894,0.1196,0.0177,0.8194,0.0,1.0,1
3071.9268,73.0397,2.7417,2.7709,2.7167,2.5627,0.2485,0.1018,0.0128,0.7606,0.0,1.0,2
3072.0792,67.6339,3.0546,3.0087,2.985,2.5639,0.2183,0.0937,0.0248,0.6369,0.0,1.0,2
3072.2316,62.8256,3.3142,3.2171,3.1694,2.5754,0.2135,0.0873,0.0326,0.5635,0.0003,1.0,2
3072.384,61.782,3.3333,3.1959,3.1934,2.5756,0.1994,0.0837,0.0236,0.5969,0.0001,1.0,2
3072.5364,64.0805,3.2654,3.1986,3.1115,2.572,0.2007,0.0856,0.0153,0.6574,0.0,1.0,2
3072.6888,65.973,3.1336,3.0439,3.0211,2.5631,0.1952,0.0883,0.0166,0.6622,0.0,1.0,2
3072.8412,64.6835,2.8742,2.8419,2.8025,2.5559,0.2075,0.0947,0.0264,0.6314,0.0001,1.0,2
3072.9936,62.1209,2.8023,2.9103,2.735,2.5518,0.1925,0.0928,0.033,0.5848,0.0002,1.0,2
3073.146,60.3218,2.8817,2.8396,2.7571,2.5557,0.2005,0.093,0.0431,0.5352,0.0012,1.0,2
3073.2984,60.6845,2.7401,2.6669,2.5916,2.5619,0.2206,0.0952,0.043,0.5441,0.001,1.0,2
3073.4508,63.796,2.5187,2.5205,2.4137,2.5629,0.228,0.0966,0.0299,0.6193,0.0001,1.0,2
3073.6032,63.5209,2.2802,2.3838,2.24,2.5508,0.2169,0.0993,0.0164,0.7212,0.0,1.0,2
3073.7556,60.6528,2.201,2.2309,2.1574,2.5222,0.2237,0.1262,0.082,0.4911,0.0231,1.0,0
3073.908,57.9421,2.2266,2.2655,2.224,2.5079,0.2221,0.1315,0.0902,0.4799,0.0378,1.0,0
3074.0604,57.8036,2.36,2.3946,2.3369,2.5062,0.2076,0.1173,0.0636,0.5321,0.0054,1.0,2
3074.2128,60.1547,2.4766,2.3607,2.3742,2.5231,0.2248,0.1139,0.0633,0.5219,0.006,1.0,2
3074.3652,60.3002,2.5281,2.3271,2.3277,2.5289,0.2218,0.1105,0.0482,0.5791,0.0011,1.0,2
3074.5176,59.5263,2.4679,2.3133,2.2035,2.5233,0.2313,0.1154,0.0554,0.5629,0.0022,1.0,1
3074.67,58.3439,2.3533,2.276,2.0758,2.5067,0.224,0.1326,0.0997,0.4606,0.0695,1.0,0
3074.8224,57.1515,2.3847,2.3154,2.1226,2.496,0.2111,0.1228,0.0707,0.5215,0.0092,1.0,0
3074.9748,57.8186,2.4626,2.4647,2.218,2.4814,0.2332,0.1349,0.0804,0.5221,0.015,1.0,0
3075.1272,56.0681,2.6146,2.8138,2.4305,2.4627,0.2134,0.1385,0.0876,0.5063,0.025,1.0,0
3075.2796,55.1978,3.0957,3.1825,2.9155,2.4409,0.2226,0.1587,0.1341,0.4434,0.2649,0.7641,0
3075.432,53.4193,3.8327,3.9121,3.6213,2.4207,0.2096,0.1625,0.1217,0.4664,0.1403,1.0,0
3075.5844,51.0513,4.5106,4.5846,4.0876,2.4136,0.1983,0.1616,0.137,0.4359,0.3137,0.6464,0
3075.8892,50.3754,4.0186,3.7947,3.4892,2.4375,0.2241,0.1606,0.1392,0.3793,0.641,0.7078,0
3076.0416,54.273,3.1505,3.104,2.8376,2.4641,0.218,0.139,0.0844,0.5197,0.0185,1.0,0
3076.194,59.1004,2.6914,2.6492,2.5277,2.4945,0.1976,0.1201,0.0553,0.5816,0.0018,1.0,2
3076.3464,64.2029,2.6054,2.6135,2.5344,2.518,0.2134,0.1133,0.0507,0.578,0.0013,1.0,2
3076.4988,71.5821,2.509,2.5069,2.4574,2.5366,0.2522,0.1146,0.0241,0.7467,0.0,1.0,1
3076.6512,77.8015,2.1523,2.0893,2.111,2.5445,0.2584,0.1126,0.0046,0.8836,0.0,1.0,1
3076.8036,81.7311,2.1989,2.0689,2.0563,2.5491,0.2656,0.1123,0.0026,0.8984,0.0,1.0,1
3076.956,83.3526,2.2177,2.1616,1.9965,2.537,0.3387,0.136,0.0126,0.9474,0.0,1.0,1
3077.1084,83.3206,1.8221,1.7399,1.6759,2.5098,0.3752,0.1575,0.0255,0.9581,0.0,1.0,1
3077.2608,84.2155,1.5888,1.5139,1.5167,2.4908,0.3585,0.162,0.0398,0.8763,0.0,1.0,1
3077.4132,81.4304,1.5658,1.553,1.5442,2.4969,0.365,0.1609,0.0278,0.9577,0.0,1.0,1
3077.5656,80.1946,1.7374,1.7527,1.7096,2.5233,0.3443,0.1437,0.0346,0.8216,0.0,1.0,1
3077.718,77.5041,2.2069,2.1705,2.0861,2.5441,0.3315,0.131,0.0269,0.812,0.0,1.0,1
3077.8704,77.139,2.4027,2.3404,2.2462,2.5503,0.3004,0.1204,0.0174,0.8265,0.0,1.0,1
3078.0228,76.7053,2.5034,2.457,2.3771,2.55,0.2839,0.1164,0.0127,0.8405,0.0,1.0,1
3078.1752,75.8414,2.6687,2.6327,2.5854,2.5577,0.2689,0.1092,0.0094,0.8263,0.0,1.0,1
3078.3276,75.2867,2.9044,2.8695,2.8402,2.561,0.2484,0.1026,0.0049,0.8254,0.0,1.0,2
3078.48,73.936,3.0705,3.1163,2.976,2.5655,0.2468,0.1001,0.0086,0.783,0.0,1.0,2
3078.6324,69.869,3.1618,3.081,3.0543,2.5624,0.2453,0.1011,0.0162,0.7321,0.0,1.0,2
3078.7848,67.0686,3.1916,3.1504,3.0589,2.5703,0.2437,0.0971,0.0234,0.6625,0.0,1.0,2
3078.9372,66.3789,3.2229,3.2615,3.0736,2.575,0.2421,0.0946,0.0241,0.6452,0.0,1.0,2
3079.0896,69.0646,3.2808,3.2668,3.122,2.5739,0.2405,0.0947,0.0198,0.6738,0.0,1.0,2
